pdb_id,split,cluster_id,n_residues,n_contacts,contact_rate
3ELZ,train,162.0,401,18,0.04488778054862843
3EM0,train,162.0,266,7,0.02631578947368421
3EML,val,699.0,448,2,0.004464285714285714
3EPC,test,676.0,1062,4,0.003766478342749529
3EPD,test,676.0,1059,2,0.0018885741265344666
3EPF,test,676.0,1050,1,0.0009523809523809524
3EPY,val,58.0,174,1,0.005747126436781609
3F3A,train,644.0,508,6,0.011811023622047244
3F3C,train,644.0,509,2,0.003929273084479371
3F3D,train,644.0,510,3,0.0058823529411764705
3F3E,train,644.0,510,4,0.00784313725490196
3F48,train,644.0,510,4,0.00784313725490196
3F4I,train,644.0,510,3,0.0058823529411764705
3F4J,train,644.0,510,4,0.00784313725490196
3FBZ,test,4.0,492,24,0.04878048780487805
3FHH,train,480.0,621,1,0.001610305958132045
3FS1,train,51.0,239,1,0.0041841004184100415
3FYE,test,83.0,1578,5,0.0031685678073510772
3FYI,test,83.0,1578,4,0.0025348542458808617
3FYS,train,694.0,282,2,0.0070921985815602835
3G7F,val,708.0,1177,2,0.0016992353440951572
3GCP,val,526.0,337,2,0.005934718100890208
3GCQ,val,526.0,337,2,0.005934718100890208
3GCS,val,526.0,331,2,0.006042296072507553
3GCU,val,526.0,676,5,0.0073964497041420114
3GCV,val,526.0,338,3,0.008875739644970414
3GJC,train,644.0,998,7,0.0070140280561122245
3GJD,train,644.0,510,2,0.00392156862745098
3GKI,test,345.0,225,5,0.022222222222222223
3GML,train,510.0,367,1,0.0027247956403269754
3GMN,train,510.0,367,1,0.0027247956403269754
3H1H,train,463.0,4042,11,0.0027214250371103412
3H1I,train,463.0,4042,6,0.0014844136566056407
3H1J,train,463.0,4042,10,0.002474022761009401
3H1K,train,463.0,4046,10,0.002471576866040534
3H1L,train,463.0,4042,10,0.002474022761009401
3H2K,train,379.0,388,4,0.010309278350515464
3HB3,test,83.0,1007,6,0.005958291956305859
3HCN,train,704.0,718,2,0.002785515320334262
3HCO,train,704.0,718,2,0.002785515320334262
3HCP,train,704.0,718,4,0.005571030640668524
3HD6,train,451.0,403,2,0.004962779156327543
3HEC,val,526.0,329,4,0.0121580547112462
3HRQ,train,181.0,636,10,0.015723270440251572
3HS5,train,334.0,1103,3,0.0027198549410698096
3HS6,train,334.0,1102,9,0.008166969147005444
3HS7,train,334.0,1103,4,0.003626473254759746
3HUB,val,526.0,335,1,0.0029850746268656717
3HUC,val,526.0,337,1,0.002967359050445104
3HV3,val,526.0,335,1,0.0029850746268656717
3HV4,val,526.0,677,5,0.007385524372230428
3HV5,val,526.0,678,4,0.0058997050147492625
3HV6,val,526.0,331,4,0.012084592145015106
3HV7,val,526.0,330,1,0.0030303030303030303
3HYV,train,512.0,2568,1,0.0003894080996884735
3HYW,train,512.0,2562,1,0.00039032006245121
3I4D,train,394.0,822,9,0.010948905109489052
3I65,train,218.0,370,2,0.005405405405405406
3I9G,test,610.0,435,3,0.006896551724137931
3IW5,val,526.0,336,2,0.005952380952380952
3IW6,val,526.0,337,2,0.005934718100890208
3IW7,val,526.0,335,3,0.008955223880597015
3IW8,val,526.0,334,1,0.0029940119760479044
3IYL,train,62.0,10728,30,0.002796420581655481
3J3O,test,676.0,1290,5,0.003875968992248062
3J9F,test,676.0,1163,1,0.0008598452278589854
3JBC,test,676.0,982,2,0.002036659877800407
3JBD,test,676.0,973,3,0.003083247687564234
3JBE,test,676.0,980,4,0.004081632653061225
3JBF,test,676.0,976,4,0.004098360655737705
3JBG,test,676.0,974,1,0.001026694045174538
3JCU,train,622.0,7648,32,0.0041841004184100415
3JD7,test,676.0,820,1,0.0012195121951219512
3JD8,val,592.0,1133,2,0.00176522506619594
3JQO,train,93.0,4909,7,0.001425952332450601
3JTC,val,430.0,393,5,0.01272264631043257
3K2S,train,203.0,486,43,0.08847736625514403
3K3C,train,533.0,604,2,0.0033112582781456954
3KK6,train,334.0,1106,17,0.015370705244122965
3KLY,train,757.0,1279,17,0.013291634089132134
3KLZ,train,757.0,1281,11,0.00858704137392662
3KPK,train,512.0,418,2,0.004784688995215311
3KRK,train,334.0,1103,2,0.001813236627379873
3KXC,train,92.0,292,1,0.003424657534246575
3KZI,train,622.0,2597,4,0.0015402387370042356
3L1N,train,137.0,155,1,0.0064516129032258064
3L70,train,463.0,4042,10,0.002474022761009401
3L71,train,463.0,4042,9,0.002226620484908461
3L72,train,463.0,4043,8,0.001978728666831561
3L73,train,463.0,4042,10,0.002474022761009401
3L74,train,463.0,4042,15,0.003711034141514102
3L75,train,463.0,4042,12,0.0029688273132112814
3L8S,val,526.0,334,2,0.005988023952095809
3L94,val,511.0,707,2,0.002828854314002829
3LA7,train,229.0,414,3,0.007246376811594203
3LEO,train,289.0,150,2,0.013333333333333334
3LFA,val,526.0,333,3,0.009009009009009009
3LFB,val,526.0,333,2,0.006006006006006006
3LFC,val,526.0,334,3,0.008982035928143712
3LFD,val,526.0,331,2,0.006042296072507553
3LFE,val,526.0,334,1,0.0029940119760479044
3LFF,val,526.0,335,3,0.008955223880597015
3LIM,val,160.0,1068,10,0.009363295880149813
3LLO,train,433.0,132,1,0.007575757575757576
3LN0,train,334.0,2208,4,0.0018115942028985507
3LN1,train,334.0,2208,4,0.0018115942028985507
3LSJ,train,94.0,409,1,0.0024449877750611247
3M71,test,483.0,308,1,0.003246753246753247
3M72,test,483.0,306,1,0.0032679738562091504
3M73,test,483.0,313,2,0.006389776357827476
3M74,test,483.0,306,3,0.00980392156862745
3M75,test,483.0,306,3,0.00980392156862745
3M76,test,483.0,306,2,0.006535947712418301
3M77,test,483.0,307,2,0.006514657980456026
3M78,test,483.0,307,1,0.003257328990228013
3M7B,test,483.0,309,3,0.009708737864077669
3M7C,test,483.0,304,3,0.009868421052631578
3M7E,test,483.0,309,1,0.003236245954692557
3M7L,test,483.0,308,4,0.012987012987012988
3MDL,train,334.0,1103,3,0.0027198549410698096
3MGY,val,526.0,329,1,0.00303951367781155
3MH0,val,526.0,332,1,0.0030120481927710845
3MH1,val,526.0,337,1,0.002967359050445104
3MH2,val,526.0,330,1,0.0030303030303030303
3MHO,test,346.0,256,1,0.00390625
3MLM,train,443.0,242,6,0.024793388429752067
3MPA,val,526.0,331,2,0.006042296072507553
3MPN,train,644.0,506,1,0.001976284584980237
3MPQ,train,644.0,491,2,0.004073319755600814
3MQE,train,334.0,2208,3,0.001358695652173913
3N8V,train,334.0,1106,5,0.0045207956600361665
3N8W,train,334.0,1106,3,0.0027124773960217
3N8X,train,334.0,1106,3,0.0027124773960217
3N8Y,train,334.0,1105,4,0.0036199095022624436
3N8Z,train,334.0,1106,4,0.003616636528028933
3N9Y,train,736.0,1077,2,0.0018570102135561746
3NAM,train,464.0,994,1,0.001006036217303823
3NAN,train,464.0,994,1,0.001006036217303823
3NE2,train,678.0,1955,8,0.004092071611253197
3NR3,val,298.0,135,1,0.007407407407407408
3NSG,train,155.0,1023,5,0.004887585532746823
3NT1,train,334.0,1104,9,0.008152173913043478
3NTB,train,334.0,2207,15,0.006796556411418215
3NTG,train,334.0,2208,4,0.0018115942028985507
3NY8,val,699.0,439,2,0.004555808656036446
3NYI,test,204.0,588,8,0.013605442176870748
3O0E,train,155.0,2123,41,0.019312293923692887
3O19,train,695.0,154,1,0.006493506493506494
3O8T,val,526.0,332,1,0.0030120481927710845
3O8U,val,526.0,332,1,0.0030120481927710845
3OAX,train,365.0,696,5,0.007183908045977011
3OBJ,val,526.0,332,2,0.006024096385542169
3OCJ,train,213.0,300,2,0.006666666666666667
3OD6,val,526.0,344,1,0.0029069767441860465
3ODU,val,699.0,922,6,0.006507592190889371
3ODY,val,526.0,321,1,0.003115264797507788
3ODZ,val,526.0,335,1,0.0029850746268656717
3OE6,val,699.0,418,2,0.004784688995215311
3OEF,val,526.0,334,3,0.008982035928143712
3OLT,train,334.0,1102,1,0.0009074410163339383
3OLU,train,334.0,1102,2,0.0018148820326678765
3OM3,test,83.0,1578,5,0.0031685678073510772
3OMA,test,83.0,1578,3,0.0019011406844106464
3OMI,test,83.0,1577,6,0.003804692454026633
3OMN,test,83.0,1578,6,0.0038022813688212928
3P4W,test,621.0,1555,5,0.003215434083601286
3P50,test,621.0,1555,4,0.002572347266881029
3P5K,val,526.0,332,2,0.006024096385542169
3P78,val,526.0,332,1,0.0030120481927710845
3P79,val,526.0,332,1,0.0030120481927710845
3P7A,val,526.0,332,2,0.006024096385542169
3P7B,val,526.0,332,2,0.006024096385542169
3P7C,val,526.0,332,2,0.006024096385542169
3PCQ,val,596.0,2243,8,0.0035666518056174765
3PDS,val,699.0,442,1,0.0022624434389140274
3PF1,train,60.0,848,9,0.01061320754716981
3PG3,val,526.0,337,1,0.002967359050445104
3PG7,train,205.0,512,3,0.005859375
3PGS,train,60.0,853,12,0.01406799531066823
3PGU,train,60.0,408,8,0.0196078431372549
3PL5,train,694.0,277,3,0.010830324909747292
3POQ,train,155.0,340,5,0.014705882352941176
3POX,train,155.0,2040,28,0.013725490196078431
3PQR,train,365.0,337,3,0.008902077151335312
3PRC,val,708.0,1185,3,0.002531645569620253
3PUV,train,618.0,1881,2,0.001063264221158958
3PUW,train,618.0,1881,3,0.001594896331738437
3PUX,train,618.0,1886,3,0.0015906680805938495
3PUY,train,618.0,1886,3,0.0015906680805938495
3PUZ,train,618.0,1873,3,0.001601708489054992
3PV0,train,618.0,1875,2,0.0010666666666666667
3PXO,train,365.0,326,3,0.009202453987730062
3Q7D,train,334.0,1104,9,0.008152173913043478
3Q8G,test,662.0,306,1,0.0032679738562091504
3QAK,val,699.0,444,2,0.0045045045045045045
3QH0,train,334.0,1103,5,0.004533091568449683
3QMO,train,334.0,1102,3,0.0027223230490018148
3QPS,train,739.0,202,1,0.0049504950495049506
3QQV,test,811.0,357,2,0.0056022408963585435
3QS4,train,644.0,507,3,0.005917159763313609
3QS5,train,644.0,510,1,0.00196078431372549
3QS6,train,644.0,510,2,0.00392156862745098
3QUD,val,526.0,345,3,0.008695652173913044
3QUE,val,526.0,343,3,0.008746355685131196
3R1P,val,321.0,646,2,0.0030959752321981426
3RI5,test,621.0,3694,4,0.0010828370330265296
3RIA,test,621.0,3697,1,0.0002704895861509332
3RIF,test,621.0,3675,2,0.0005442176870748299
3RLF,train,618.0,1892,2,0.0010570824524312897
3RR3,train,334.0,2208,13,0.00588768115942029
3RZE,val,699.0,428,1,0.002336448598130841
3S8F,test,617.0,751,8,0.010652463382157125
3S8G,test,617.0,751,7,0.009320905459387484
3SL3,train,337.0,1295,2,0.0015444015444015444
3SL4,train,337.0,1303,6,0.004604758250191865
3SL6,train,337.0,1301,1,0.0007686395080707148
3SQJ,val,601.0,1164,14,0.012027491408934709
3SRA,val,511.0,709,3,0.004231311706629055
3SRG,train,347.0,337,1,0.002967359050445104
3STK,train,162.0,129,1,0.007751937984496124
3STM,train,162.0,127,1,0.007874015748031496
3SXI,train,512.0,421,1,0.0023752969121140144
3SY4,train,512.0,421,1,0.0023752969121140144
3SY9,val,166.0,1464,13,0.008879781420765027
3SYI,train,512.0,421,1,0.0023752969121140144
3SZ0,train,512.0,421,1,0.0023752969121140144
3SZF,train,512.0,421,1,0.0023752969121140144
3SZW,train,512.0,421,1,0.0023752969121140144
3T14,train,512.0,421,1,0.0023752969121140144
3T2Y,train,512.0,407,1,0.002457002457002457
3T6D,val,708.0,1187,16,0.013479359730412805
3T6E,val,708.0,1186,9,0.007588532883642495
3T9N,train,616.0,1851,8,0.004321988114532685
3TB4,train,454.0,205,4,0.01951219512195122
3TDL,val,601.0,578,8,0.01384083044982699
3TDO,train,513.0,1294,14,0.010819165378670788
3TDP,train,513.0,1281,11,0.00858704137392662
3TDS,train,513.0,1293,16,0.01237432327919567
3TDX,train,513.0,1293,7,0.005413766434648105
3TE0,train,513.0,1293,13,0.010054137664346482
3TE1,train,513.0,1293,6,0.004640371229698376
3TE2,train,513.0,1293,22,0.017014694508894045
3TGU,train,463.0,4053,10,0.002467308166790032
3TIJ,train,742.0,404,1,0.0024752475247524753
3TX3,train,20.0,453,6,0.013245033112582781
3TZI,train,334.0,1103,3,0.0027198549410698096
3TZY,train,484.0,950,8,0.008421052631578947
3U3N,train,781.0,228,1,0.0043859649122807015
3U88,test,487.0,1222,2,0.0016366612111292963
3UG9,test,515.0,280,4,0.014285714285714285
3UIV,val,601.0,1164,17,0.014604810996563574
3UQY,val,323.0,1692,1,0.000591016548463357
3USC,val,323.0,1692,2,0.001182033096926714
3USE,val,323.0,1698,2,0.001177856301531213
3UU5,test,621.0,1555,5,0.003215434083601286
3UU6,test,621.0,1555,2,0.0012861736334405145
3UU8,test,621.0,1555,7,0.0045016077170418
3UUB,test,621.0,3110,10,0.003215434083601286
3UVP,val,526.0,334,4,0.011976047904191617
3UVQ,val,526.0,333,2,0.006006006006006006
3UVR,val,526.0,331,3,0.00906344410876133
3V3Y,train,394.0,824,3,0.0036407766990291263
3V5U,val,332.0,297,5,0.016835016835016835
3VBF,test,676.0,842,2,0.0023752969121140144
3VBH,test,676.0,842,2,0.0023752969121140144
3VBS,test,676.0,842,2,0.0023752969121140144
3VG2,train,162.0,129,3,0.023255813953488372
3VG3,train,162.0,129,2,0.015503875968992248
3VG4,train,162.0,129,1,0.007751937984496124
3VG5,train,162.0,129,1,0.007751937984496124
3VG6,train,162.0,130,2,0.015384615384615385
3VG7,train,162.0,129,3,0.023255813953488372
3VG9,val,468.0,733,2,0.002728512960436562
3VIR,test,206.0,251,1,0.00398406374501992
3VVN,train,63.0,445,3,0.006741573033707865
3VVO,train,63.0,448,7,0.015625
3VVR,train,63.0,450,1,0.0022222222222222222
3VVS,train,63.0,453,2,0.004415011037527594
3VW7,val,699.0,442,8,0.01809954751131222
3W1W,train,704.0,718,1,0.001392757660167131
3W4T,train,63.0,446,5,0.011210762331838564
3W5A,train,464.0,2019,5,0.0024764735017335313
3W5C,train,464.0,994,4,0.004024144869215292
3W5D,train,464.0,994,3,0.0030181086519114686
3W9I,test,645.0,6160,20,0.003246753246753247
3W9J,test,645.0,6160,13,0.0021103896103896102
3W9K,train,230.0,135,2,0.014814814814814815
3WBN,train,63.0,469,3,0.006396588486140725
3WEB,val,790.0,132,3,0.022727272727272728
3WG7,test,83.0,3550,42,0.011830985915492958
3WGU,train,406.0,2663,7,0.0026286143447239955
3WGV,train,406.0,2663,9,0.003379647014645137
3WJ1,train,530.0,304,3,0.009868421052631578
3WMG,test,95.0,605,2,0.003305785123966942
3WMM,train,394.0,2774,88,0.03172314347512617
3WO6,train,434.0,212,2,0.009433962264150943
3WU2,train,622.0,5235,56,0.01069723018147087
3X2Q,test,83.0,3552,42,0.011824324324324325
3ZDQ,test,95.0,571,13,0.02276707530647986
3ZJX,test,182.0,1101,11,0.009990917347865577
3ZK1,train,534.0,1958,14,0.007150153217568948
3ZK2,train,534.0,1958,19,0.009703779366700716
3ZOJ,train,678.0,263,7,0.026615969581749048
3ZPQ,val,468.0,586,4,0.006825938566552901
3ZPR,val,468.0,581,5,0.008605851979345954
3ZS5,val,526.0,340,1,0.0029411764705882353
3ZSG,val,526.0,337,1,0.002967359050445104
3ZSH,val,526.0,331,1,0.0030211480362537764
3ZSI,val,526.0,326,2,0.006134969325153374
3ZUM,train,394.0,817,1,0.0012239902080783353
3ZUX,test,527.0,308,5,0.016233766233766232
3ZUY,test,527.0,308,2,0.006493506493506494
4A01,train,14.0,1480,2,0.0013513513513513514
4A1H,val,298.0,399,3,0.007518796992481203
4A1Y,val,298.0,532,4,0.007518796992481203
4A2N,test,154.0,192,1,0.005208333333333333
4A4M,train,365.0,337,4,0.011869436201780416
4A8Z,val,298.0,133,3,0.022556390977443608
4AC8,test,231.0,1239,10,0.008071025020177562
4AFK,val,652.0,430,6,0.013953488372093023
4AL0,test,514.0,146,5,0.03424657534246575
4AL1,test,514.0,143,2,0.013986013986013986
4AWS,train,301.0,363,1,0.0027548209366391185
4AWT,train,301.0,363,1,0.0027548209366391185
4AYT,test,95.0,565,9,0.01592920353982301
4AYW,test,95.0,560,1,0.0017857142857142857
4AYX,test,95.0,572,10,0.017482517482517484
4B61,val,652.0,868,1,0.001152073732718894
4BEY,train,365.0,337,3,0.008902077151335312
4BEZ,train,365.0,326,2,0.006134969325153374
4BKE,val,601.0,582,4,0.006872852233676976
4BOE,test,322.0,154,9,0.05844155844155844
4BQU,test,322.0,301,20,0.0664451827242525
4BVM,val,298.0,133,4,0.03007518796992481
4BVN,val,468.0,289,7,0.02422145328719723
4C9G,train,261.0,265,13,0.04905660377358491
4C9H,train,261.0,548,29,0.05291970802919708
4C9J,train,261.0,544,24,0.04411764705882353
4C9Q,train,261.0,576,21,0.036458333333333336
4CAD,test,696.0,2737,3,0.0010960906101571063
4CBJ,train,21.0,890,1,0.0011235955056179776
4CJZ,train,7.0,335,2,0.005970149253731343
4CK0,train,7.0,332,3,0.009036144578313253
4CSB,test,782.0,113,5,0.04424778761061947
4CU4,train,214.0,714,4,0.0056022408963585435
4CZA,val,407.0,839,2,0.0023837902264600714
4D3S,train,281.0,2232,1,0.00044802867383512545
4D65,train,155.0,2058,23,0.011175898931000973
4D6A,val,298.0,133,5,0.03759398496240601
4D6B,val,298.0,133,4,0.03007518796992481
4D6T,train,463.0,3860,12,0.0031088082901554403
4D6U,train,463.0,3866,12,0.0031039834454216243
4DDJ,test,791.0,80,2,0.025
4DFX,train,161.0,367,4,0.010899182561307902
4DFZ,train,161.0,367,3,0.008174386920980926
4DG0,train,161.0,358,1,0.002793296089385475
4DG2,train,161.0,367,4,0.010899182561307902
4DJH,val,699.0,895,3,0.0033519553072625698
4DOS,train,51.0,263,4,0.015209125475285171
4DX5,test,645.0,3418,12,0.003510825043885313
4DX6,test,645.0,3419,7,0.0020473822755191578
4DX7,test,645.0,3419,16,0.00467973091547236
4E1G,train,334.0,1102,9,0.008166969147005444
4E1S,train,183.0,242,8,0.03305785123966942
4E1T,train,183.0,245,10,0.04081632653061224
4E6R,train,535.0,108,2,0.018518518518518517
4E9A,test,262.0,163,2,0.012269938650306749
4E9B,test,262.0,163,1,0.006134969325153374
4EA3,val,516.0,654,3,0.0045871559633027525
4EIY,val,699.0,390,11,0.028205128205128206
4ENE,test,630.0,1751,2,0.001142204454597373
4EP9,train,691.0,625,2,0.0032
4EPA,train,22.0,632,1,0.0015822784810126582
4EPH,train,691.0,625,1,0.0016
4EZC,test,330.0,1037,9,0.008678881388621022
4EZD,test,330.0,1037,8,0.007714561234329798
4F2A,train,508.0,472,3,0.006355932203389831
4F8H,test,621.0,1555,1,0.0006430868167202572
4FA7,test,617.0,743,8,0.010767160161507403
4FAA,test,617.0,732,7,0.009562841530054645
4FBY,train,622.0,5214,12,0.0023014959723820483
4FC4,train,513.0,2496,1,0.00040064102564102563
4FE1,val,596.0,2243,8,0.0035666518056174765
4FM5,train,334.0,2208,14,0.006340579710144928
4FMS,val,166.0,737,6,0.008141112618724558
4FT6,val,166.0,387,4,0.0103359173126615
4G0S,train,600.0,438,7,0.01598173515981735
4G70,test,617.0,751,9,0.011984021304926764
4G71,test,617.0,751,7,0.009320905459387484
4G72,test,617.0,746,7,0.00938337801608579
4G7Q,test,617.0,752,8,0.010638297872340425
4G7R,test,617.0,748,6,0.008021390374331552
4G7S,test,617.0,751,4,0.005326231691078562
4G7V,test,610.0,562,14,0.02491103202846975
4G7Y,test,610.0,554,1,0.0018050541516245488
4GB3,test,676.0,822,2,0.0024330900243309003
4GD3,val,323.0,3890,4,0.0010282776349614395
4GEO,val,526.0,326,8,0.024539877300613498
4GEY,train,5.0,420,5,0.011904761904761904
4GF9,val,65.0,684,1,0.0014619883040935672
4GP4,test,617.0,751,9,0.011984021304926764
4GP5,test,617.0,749,7,0.009345794392523364
4GP8,test,617.0,726,9,0.012396694214876033
4GQ4,test,487.0,469,1,0.0021321961620469083
4H33,test,23.0,91,1,0.01098901098901099
4HAR,train,138.0,589,6,0.010186757215619695
4HFC,test,621.0,1555,2,0.0012861736334405145
4HFD,test,621.0,1555,1,0.0006430868167202572
4HFE,test,621.0,1555,2,0.0012861736334405145
4HFH,test,621.0,1555,2,0.0012861736334405145
4HFI,test,621.0,1555,2,0.0012861736334405145
4HG6,train,438.0,1402,11,0.007845934379457917
4HHO,train,347.0,327,1,0.0030581039755351682
4HMK,train,644.0,1009,15,0.014866204162537165
4HOD,train,644.0,510,3,0.0058823529411764705
4HPU,train,161.0,354,1,0.002824858757062147
4HQJ,train,406.0,2598,2,0.0007698229407236335
4HR0,train,143.0,286,14,0.04895104895104895
4HR4,train,143.0,286,12,0.04195804195804196
4HR5,train,143.0,271,10,0.03690036900369004
4HYT,train,406.0,2630,5,0.0019011406844106464
4I0U,train,740.0,3455,1,0.0002894356005788712
4IB4,train,753.0,375,3,0.008
4IKV,train,416.0,492,1,0.0020325203252032522
4IKW,train,416.0,493,5,0.010141987829614604
4IKY,train,416.0,493,5,0.010141987829614604
4IL6,train,622.0,5280,67,0.01268939393939394
4IL9,test,621.0,1555,4,0.002572347266881029
4ILA,test,621.0,1554,4,0.002574002574002574
4ILC,test,621.0,1555,2,0.0012861736334405145
4IN5,train,394.0,823,3,0.0036452004860267314
4IN6,train,394.0,823,4,0.004860267314702308
4IN7,train,394.0,823,5,0.006075334143377886
4IQR,test,382.0,1261,7,0.0055511498810467885
4IRE,test,621.0,1561,1,0.0006406149903907751
4IXQ,train,622.0,5214,12,0.0023014959723820483
4IXR,train,622.0,5214,15,0.0028768699654775605
4J2T,train,464.0,994,1,0.001006036217303823
4J4Q,train,365.0,337,3,0.008902077151335312
4JAO,train,783.0,1408,2,0.0014204545454545455
4JAP,train,783.0,1410,1,0.0007092198581560284
4JAQ,train,783.0,1408,2,0.0014204545454545455
4JAT,train,783.0,1408,7,0.004971590909090909
4JBW,train,618.0,3616,6,0.00165929203539823
4JC6,train,678.0,2007,6,0.0029895366218236174
4JC7,train,289.0,155,1,0.0064516129032258064
4JCZ,train,289.0,147,1,0.006802721088435374
4JD3,train,783.0,1408,6,0.004261363636363636
4JGX,val,792.0,247,2,0.008097165991902834
4JJ2,train,306.0,276,1,0.0036231884057971015
4JKV,val,417.0,904,6,0.00663716814159292
4K1C,train,302.0,745,6,0.008053691275167786
4K5Y,test,380.0,1051,3,0.0028544243577545195
4KDD,train,741.0,184,3,0.016304347826086956
4KFM,train,55.0,727,2,0.002751031636863824
4KHZ,train,618.0,1873,2,0.0010678056593699946
4KI0,train,618.0,1891,4,0.0021152829190904283
4KLR,train,704.0,718,2,0.002785515320334262
4KPP,test,96.0,781,1,0.0012804097311139564
4KRG,train,184.0,932,8,0.008583690987124463
4KT0,val,596.0,2017,6,0.002974714923153198
4KU0,train,536.0,372,2,0.005376344086021506
